entry,reading,level,root,form,meaning_bn,aspect,person,arabic,bangla,source_pdf,source_page,note
331,1,2,طمن,XII,প্রশান্তি লাভ করা নিশ্চিত হওয়া নিরাপদ হওয়া,PERF,1P,اِطْمَأْنَنَّا,আমরা প্রশান্তি লাভ করেছি,Quran words - level2.pdf,88,
331,1,2,طمن,XII,প্রশান্তি লাভ করা নিশ্চিত হওয়া নিরাপদ হওয়া,IMPF,3MS,يَطْمَئِنُّ,সে প্রশান্তি লাভ করে / করবে,Quran words - level2.pdf,88,
331,1,2,طمن,XII,প্রশান্তি লাভ করা নিশ্চিত হওয়া নিরাপদ হওয়া,IMPF,3MP,يَطْمَئِنُّونَ,তারা প্রশান্তি লাভ করে / করবে,Quran words - level2.pdf,88,
331,1,2,طمن,XII,প্রশান্তি লাভ করা নিশ্চিত হওয়া নিরাপদ হওয়া,IMPF,2MS,تَطْمَئِنُّ,তুমি প্রশান্তি লাভ করো / করবে,Quran words - level2.pdf,88,
331,1,2,طمن,XII,প্রশান্তি লাভ করা নিশ্চিত হওয়া নিরাপদ হওয়া,IMPF,2MP,تَطْمَئِنُّونَ,তোমরা প্রশান্তি লাভ করো / করবে,Quran words - level2.pdf,88,
331,1,2,طمن,XII,প্রশান্তি লাভ করা নিশ্চিত হওয়া নিরাপদ হওয়া,IMPF,1S,أَطْمَئِنُّ,আমি প্রশান্তি লাভ করি / করবো,Quran words - level2.pdf,88,
331,1,2,طمن,XII,প্রশান্তি লাভ করা নিশ্চিত হওয়া নিরাপদ হওয়া,IMPF,1P,نَطْمَئِنُّ,আমরা প্রশান্তি লাভ করি / করবো,Quran words - level2.pdf,88,
331,1,2,طمن,XII,প্রশান্তি লাভ করা নিশ্চিত হওয়া নিরাপদ হওয়া,IMPV,2MS,اِطْمَئِنَّ,প্রশান্তি লাভ করো (তুমি),Quran words - level2.pdf,88,
331,1,2,طمن,XII,প্রশান্তি লাভ করা নিশ্চিত হওয়া নিরাপদ হওয়া,IMPV,2MP,اِطْمَئِنُّوا,প্রশান্তি লাভ করো (তোমরা),Quran words - level2.pdf,88,
332,1,2,طهر,II,পবিত্র করা,PERF,3MS,طَهَّرَ,সে পবিত্র করেছে,Quran words - level2.pdf,89,
332,1,2,طهر,II,পবিত্র করা,PERF,3MP,طَهَّرُوا,তারা পবিত্র করেছে,Quran words - level2.pdf,89,
332,1,2,طهر,II,পবিত্র করা,PERF,2MS,طَهَّرْتَ,তুমি পবিত্র করেছো,Quran words - level2.pdf,89,
332,1,2,طهر,II,পবিত্র করা,PERF,2MP,طَهَّرْتُمْ,তোমরা পবিত্র করেছো,Quran words - level2.pdf,89,
332,1,2,طهر,II,পবিত্র করা,PERF,1S,طَهَّرْتُ,আমি পবিত্র করেছি,Quran words - level2.pdf,89,
332,1,2,طهر,II,পবিত্র করা,PERF,1P,طَهَّرْنَا,আমরা পবিত্র করেছি,Quran words - level2.pdf,89,
332,1,2,طهر,II,পবিত্র করা,IMPF,3MS,يُطَهِّرُ,সে পবিত্র করে / করবে,Quran words - level2.pdf,89,
332,1,2,طهر,II,পবিত্র করা,IMPF,3MP,يُطَهِّرُونَ,তারা পবিত্র করে / করবে,Quran words - level2.pdf,89,
332,1,2,طهر,II,পবিত্র করা,IMPF,2MS,تُطَهِّرُ,তুমি পবিত্র করো / করবে,Quran words - level2.pdf,89,
332,1,2,طهر,II,পবিত্র করা,IMPF,2MP,تُطَهِّرُونَ,তোমরা পবিত্র করো / করবে,Quran words - level2.pdf,89,
332,1,2,طهر,II,পবিত্র করা,IMPF,1S,أُطَهِّرُ,আমি পবিত্র করি / করবো,Quran words - level2.pdf,89,
332,1,2,طهر,II,পবিত্র করা,IMPF,1P,نُطَهِّرُ,আমরা পবিত্র করি / করবো,Quran words - level2.pdf,89,
332,1,2,طهر,II,পবিত্র করা,IMPV,2MS,طَهِّرْ,পবিত্র করো (তুমি),Quran words - level2.pdf,89,
332,1,2,طهر,II,পবিত্র করা,IMPV,2MP,طَهِّرُوا,পবিত্র করো (তোমরা),Quran words - level2.pdf,89,
333,1,2,ظلل,I,চালিয়ে যাওয়া থাকা হওয়া,PERF,3MS,ظَلَّ,সে চালিয়ে গিয়েছে,Quran words - level2.pdf,89,
333,1,2,ظلل,I,চালিয়ে যাওয়া থাকা হওয়া,PERF,3MP,ظَلُّوا,তারা চালিয়ে গিয়েছে,Quran words - level2.pdf,89,
333,1,2,ظلل,I,চালিয়ে যাওয়া থাকা হওয়া,PERF,2MS,ظَلِلْتَ,তুমি চালিয়ে গিয়েছো,Quran words - level2.pdf,89,
333,1,2,ظلل,I,চালিয়ে যাওয়া থাকা হওয়া,PERF,2MP,ظَلِلْتُمْ,তোমরা চালিয়ে গিয়েছো,Quran words - level2.pdf,89,
333,1,2,ظلل,I,চালিয়ে যাওয়া থাকা হওয়া,PERF,1S,ظَلِلْتُ,আমি চালিয়ে গিয়েছি,Quran words - level2.pdf,89,
333,1,2,ظلل,I,চালিয়ে যাওয়া থাকা হওয়া,PERF,1P,ظَلِلْنَا,আমরা চালিয়ে গিয়েছি,Quran words - level2.pdf,89,
333,1,2,ظلل,I,চালিয়ে যাওয়া থাকা হওয়া,IMPF,3MS,يَظَلُّ,সে চালিয়ে যায় / যাবে,Quran words - level2.pdf,89,
333,1,2,ظلل,I,চালিয়ে যাওয়া থাকা হওয়া,IMPF,3MP,يَظَلُّونَ,তারা চালিয়ে যায় / যাবে,Quran words - level2.pdf,89,
333,1,2,ظلل,I,চালিয়ে যাওয়া থাকা হওয়া,IMPF,2MS,تَظَلُّ,তুমি চালিয়ে যাও / যাবে,Quran words - level2.pdf,89,
333,1,2,ظلل,I,চালিয়ে যাওয়া থাকা হওয়া,IMPF,2MP,تَظَلُّونَ,তোমরা চালিয়ে যাও / যাবে,Quran words - level2.pdf,89,
333,1,2,ظلل,I,চালিয়ে যাওয়া থাকা হওয়া,IMPF,1S,أَظَلُّ,আমি চালিয়ে যাই / যাবো,Quran words - level2.pdf,89,
333,1,2,ظلل,I,চালিয়ে যাওয়া থাকা হওয়া,IMPF,1P,نَظَلُّ,আমরা চালিয়ে যাই / যাবো,Quran words - level2.pdf,89,
333,1,2,ظلل,I,চালিয়ে যাওয়া থাকা হওয়া,IMPV,2MS,ظَلَّ,চালিয়ে যাও (তুমি),Quran words - level2.pdf,89,
333,1,2,ظلل,I,চালিয়ে যাওয়া থাকা হওয়া,IMPV,2MP,ظَلُّوا,চালিয়ে যাও (তোমরা),Quran words - level2.pdf,89,
334,1,2,فرض,I,ফরজ করা নির্দিষ্ট করা ধার্য করা,PERF,3MS,فَرَضَ,সে ফরজ করেছে,Quran words - level2.pdf,89,
334,1,2,فرض,I,ফরজ করা নির্দিষ্ট করা ধার্য করা,PERF,3MP,فَرَضُوا,তারা ফরজ করেছে,Quran words - level2.pdf,89,
334,1,2,فرض,I,ফরজ করা নির্দিষ্ট করা ধার্য করা,PERF,2MS,فَرَضْتَ,তুমি ফরজ করেছো,Quran words - level2.pdf,89,
334,1,2,فرض,I,ফরজ করা নির্দিষ্ট করা ধার্য করা,PERF,2MP,فَرَضْتُمْ,তোমরা ফরজ করেছো,Quran words - level2.pdf,89,
334,1,2,فرض,I,ফরজ করা নির্দিষ্ট করা ধার্য করা,PERF,1S,فَرَضْتُ,আমি ফরজ করছি,Quran words - level2.pdf,89,
334,1,2,فرض,I,ফরজ করা নির্দিষ্ট করা ধার্য করা,PERF,1P,فَرَضْنَا,আমরা ফরজ করছি,Quran words - level2.pdf,89,
334,1,2,فرض,I,ফরজ করা নির্দিষ্ট করা ধার্য করা,IMPF,3MS,يَفْرِضُ,সে ফরজ করে / করবে,Quran words - level2.pdf,90,
334,1,2,فرض,I,ফরজ করা নির্দিষ্ট করা ধার্য করা,IMPF,3MP,يَفْرِضُونَ,তারা ফরজ করে / করবে,Quran words - level2.pdf,90,
334,1,2,فرض,I,ফরজ করা নির্দিষ্ট করা ধার্য করা,IMPF,2MS,تَفْرِضُ,তুমি ফরজ করো / করবে,Quran words - level2.pdf,90,
334,1,2,فرض,I,ফরজ করা নির্দিষ্ট করা ধার্য করা,IMPF,2MP,تَفْرِضُونَ,তোমরা ফরজ করো / করবে,Quran words - level2.pdf,90,
334,1,2,فرض,I,ফরজ করা নির্দিষ্ট করা ধার্য করা,IMPF,1S,أَفْرِضُ,আমি ফরজ করি / করবো,Quran words - level2.pdf,90,
334,1,2,فرض,I,ফরজ করা নির্দিষ্ট করা ধার্য করা,IMPF,1P,نَفْرِضُ,আমরা ফরজ করি / করবো,Quran words - level2.pdf,90,
334,1,2,فرض,I,ফরজ করা নির্দিষ্ট করা ধার্য করা,IMPV,2MS,اِفْرِضْ,ফরজ করো (তুমি),Quran words - level2.pdf,90,
334,1,2,فرض,I,ফরজ করা নির্দিষ্ট করা ধার্য করা,IMPV,2MP,اِفْرِضُوا,ফরজ করো (তোমরা),Quran words - level2.pdf,90,
335,1,2,فرق,II,পার্থক্য করা বিভেদ সৃষ্টি করা বিচ্ছেদ ঘটানো,PERF,3MS,فَرَّقَ,সে পার্থক্য করেছে,Quran words - level2.pdf,90,
335,1,2,فرق,II,পার্থক্য করা বিভেদ সৃষ্টি করা বিচ্ছেদ ঘটানো,PERF,3MP,فَرَّقُوا,তারা পার্থক্য করেছে,Quran words - level2.pdf,90,
335,1,2,فرق,II,পার্থক্য করা বিভেদ সৃষ্টি করা বিচ্ছেদ ঘটানো,PERF,2MS,فَرَّقْتَ,তুমি পার্থক্য করেছো,Quran words - level2.pdf,90,
335,1,2,فرق,II,পার্থক্য করা বিভেদ সৃষ্টি করা বিচ্ছেদ ঘটানো,PERF,2MP,فَرَّقْتُمْ,তোমরা পার্থক্য করেছো,Quran words - level2.pdf,90,
335,1,2,فرق,II,পার্থক্য করা বিভেদ সৃষ্টি করা বিচ্ছেদ ঘটানো,PERF,1S,فَرَّقْتُ,আমি পার্থক্য করেছি,Quran words - level2.pdf,90,
335,1,2,فرق,II,পার্থক্য করা বিভেদ সৃষ্টি করা বিচ্ছেদ ঘটানো,PERF,1P,فَرَّقْنَا,আমরা পার্থক্য করেছি,Quran words - level2.pdf,90,
335,1,2,فرق,II,পার্থক্য করা বিভেদ সৃষ্টি করা বিচ্ছেদ ঘটানো,IMPF,3MS,يُفَرِّقُ,সে পার্থক্য করে / করবে,Quran words - level2.pdf,90,
335,1,2,فرق,II,পার্থক্য করা বিভেদ সৃষ্টি করা বিচ্ছেদ ঘটানো,IMPF,3MP,يُفَرِّقُونَ,তারা পার্থক্য করে / করবে,Quran words - level2.pdf,90,
335,1,2,فرق,II,পার্থক্য করা বিভেদ সৃষ্টি করা বিচ্ছেদ ঘটানো,IMPF,2MS,تُفَرِّقُ,তুমি পার্থক্য করো / করবে,Quran words - level2.pdf,90,
335,1,2,فرق,II,পার্থক্য করা বিভেদ সৃষ্টি করা বিচ্ছেদ ঘটানো,IMPF,2MP,تُفَرِّقُونَ,তোমরা পার্থক্য করো / করবে,Quran words - level2.pdf,90,
335,1,2,فرق,II,পার্থক্য করা বিভেদ সৃষ্টি করা বিচ্ছেদ ঘটানো,IMPF,1S,أُفَرِّقُ,আমি পার্থক্য করি / করবো,Quran words - level2.pdf,90,
335,1,2,فرق,II,পার্থক্য করা বিভেদ সৃষ্টি করা বিচ্ছেদ ঘটানো,IMPF,1P,نُفَرِّقُ,আমরা পার্থক্য করি / করবো,Quran words - level2.pdf,90,
335,1,2,فرق,II,পার্থক্য করা বিভেদ সৃষ্টি করা বিচ্ছেদ ঘটানো,IMPV,2MS,فَرِّقْ,পার্থক্য করো (তুমি),Quran words - level2.pdf,90,
335,1,2,فرق,II,পার্থক্য করা বিভেদ সৃষ্টি করা বিচ্ছেদ ঘটানো,IMPV,2MP,فَرِّقُوا,পার্থক্য করো (তোমরা),Quran words - level2.pdf,90,
336,1,2,قبل,I,গ্রহণ করা,PERF,3MS,قَبِلَ,সে গ্রহণ করেছে,Quran words - level2.pdf,90,
336,1,2,قبل,I,গ্রহণ করা,PERF,3MP,قَبِلُوا,তারা গ্রহণ করেছে,Quran words - level2.pdf,90,
336,1,2,قبل,I,গ্রহণ করা,PERF,2MS,قَبِلْتَ,তুমি গ্রহণ করেছো,Quran words - level2.pdf,90,
336,1,2,قبل,I,গ্রহণ করা,PERF,2MP,قَبِلْتُمْ,তোমরা গ্রহণ করেছো,Quran words - level2.pdf,90,
336,1,2,قبل,I,গ্রহণ করা,PERF,1S,قَبِلْتُ,আমি গ্রহণ করেছি,Quran words - level2.pdf,90,
336,1,2,قبل,I,গ্রহণ করা,PERF,1P,قَبِلْنَا,আমরা গ্রহণ করেছি,Quran words - level2.pdf,90,
336,1,2,قبل,I,গ্রহণ করা,IMPF,3MS,يَقْبَلُ,সে গ্রহণ করে / করবে,Quran words - level2.pdf,90,
336,1,2,قبل,I,গ্রহণ করা,IMPF,3MP,يَقْبَلُونَ,তারা গ্রহণ করে / করবে,Quran words - level2.pdf,90,বইয়ের মুদ্রিত বানান সংশোধিত; মূল পৃষ্ঠা দেখুন।
336,1,2,قبل,I,গ্রহণ করা,IMPF,2MS,تَقْبَلُ,তুমি গ্রহণ করো / করবে,Quran words - level2.pdf,90,
336,1,2,قبل,I,গ্রহণ করা,IMPF,2MP,تَقْبَلُونَ,তোমরা গ্রহণ করো / করবে,Quran words - level2.pdf,90,
336,1,2,قبل,I,গ্রহণ করা,IMPF,1S,أَقْبَلُ,আমি গ্রহণ করি / করবো,Quran words - level2.pdf,90,
336,1,2,قبل,I,গ্রহণ করা,IMPF,1P,نَقْبَلُ,আমরা গ্রহণ করি / করবো,Quran words - level2.pdf,90,
336,1,2,قبل,I,গ্রহণ করা,IMPV,2MS,اِقْبَلْ,গ্রহণ করো (তুমি),Quran words - level2.pdf,91,
336,1,2,قبل,I,গ্রহণ করা,IMPV,2MP,اِقْبَلُوا,গ্রহণ করো (তোমরা),Quran words - level2.pdf,91,
337,1,2,قبل,IV,সামনাসামনি হওয়া সামনে আসা এগিয়ে আসা,PERF,3MS,أَقْبَلَ,সে সামনে এসেছে,Quran words - level2.pdf,91,
337,1,2,قبل,IV,সামনাসামনি হওয়া সামনে আসা এগিয়ে আসা,PERF,3MP,أَقْبَلُوا,তারা সামনে এসেছে,Quran words - level2.pdf,91,
337,1,2,قبل,IV,সামনাসামনি হওয়া সামনে আসা এগিয়ে আসা,PERF,2MS,أَقْبَلْتَ,তুমি সামনে এসেছো,Quran words - level2.pdf,91,
337,1,2,قبل,IV,সামনাসামনি হওয়া সামনে আসা এগিয়ে আসা,PERF,2MP,أَقْبَلْتُمْ,তোমরা সামনে এসেছো,Quran words - level2.pdf,91,
337,1,2,قبل,IV,সামনাসামনি হওয়া সামনে আসা এগিয়ে আসা,PERF,1S,أَقْبَلْتُ,আমি সামনে এসেছি,Quran words - level2.pdf,91,
337,1,2,قبل,IV,সামনাসামনি হওয়া সামনে আসা এগিয়ে আসা,PERF,1P,أَقْبَلْنَا,আমরা সামনে এসেছি,Quran words - level2.pdf,91,
337,1,2,قبل,IV,সামনাসামনি হওয়া সামনে আসা এগিয়ে আসা,IMPF,3MS,يُقْبِلُ,সে সামনে আসে / আসবে,Quran words - level2.pdf,91,
337,1,2,قبل,IV,সামনাসামনি হওয়া সামনে আসা এগিয়ে আসা,IMPF,3MP,يُقْبِلُونَ,তারা সামনে আসে / আসবে,Quran words - level2.pdf,91,
337,1,2,قبل,IV,সামনাসামনি হওয়া সামনে আসা এগিয়ে আসা,IMPF,2MS,تُقْبِلُ,তুমি সামনে আসো / আসবে,Quran words - level2.pdf,91,
337,1,2,قبل,IV,সামনাসামনি হওয়া সামনে আসা এগিয়ে আসা,IMPF,2MP,تُقْبِلُونَ,তোমরা সামনে আসো / আসবে,Quran words - level2.pdf,91,
337,1,2,قبل,IV,সামনাসামনি হওয়া সামনে আসা এগিয়ে আসা,IMPF,1S,أُقْبِلُ,আমি সামনে আসি / আসবো,Quran words - level2.pdf,91,
337,1,2,قبل,IV,সামনাসামনি হওয়া সামনে আসা এগিয়ে আসা,IMPF,1P,نُقْبِلُ,আমরা সামনে আসি / আসবো,Quran words - level2.pdf,91,
337,1,2,قبل,IV,সামনাসামনি হওয়া সামনে আসা এগিয়ে আসা,IMPV,2MS,أَقْبِلْ,সামনে আসো (তুমি),Quran words - level2.pdf,91,
337,1,2,قبل,IV,সামনাসামনি হওয়া সামনে আসা এগিয়ে আসা,IMPV,2MP,أَقْبِلُوا,সামনে আসো (তোমরা),Quran words - level2.pdf,91,
338,1,2,قذف,I,ছঁুড়ে ফেলা সঞ্চার করা,PERF,3MS,قَذَفَ,সে ছঁুড়ে ফেলেছে,Quran words - level2.pdf,91,
338,1,2,قذف,I,ছঁুড়ে ফেলা সঞ্চার করা,PERF,3MP,قَذَفُوا,তারা ছঁুড়ে ফেলেছে,Quran words - level2.pdf,91,
338,1,2,قذف,I,ছঁুড়ে ফেলা সঞ্চার করা,PERF,2MS,قَذَفْتَ,তুমি ছঁুড়ে ফেলেছো,Quran words - level2.pdf,91,
338,1,2,قذف,I,ছঁুড়ে ফেলা সঞ্চার করা,PERF,2MP,قَذَفْتُمْ,তোমরা ছঁুড়ে ফেলেছো,Quran words - level2.pdf,91,
338,1,2,قذف,I,ছঁুড়ে ফেলা সঞ্চার করা,PERF,1S,قَذَفْتُ,আমি ছঁুড়ে ফেলেছি,Quran words - level2.pdf,91,
338,1,2,قذف,I,ছঁুড়ে ফেলা সঞ্চার করা,PERF,1P,قَذَفْنَا,আমরা ছঁুড়ে ফেলেছি,Quran words - level2.pdf,91,
338,1,2,قذف,I,ছঁুড়ে ফেলা সঞ্চার করা,IMPF,3MS,يَقْذِفُ,সে ছঁুড়ে ফেলে / ফেলবে,Quran words - level2.pdf,91,
338,1,2,قذف,I,ছঁুড়ে ফেলা সঞ্চার করা,IMPF,3MP,يَقْذِفُونَ,তারা ছঁুড়ে ফেলে / ফেলবে,Quran words - level2.pdf,91,
338,1,2,قذف,I,ছঁুড়ে ফেলা সঞ্চার করা,IMPF,2MS,تَقْذِفُ,তুমি ছঁুড়ে ফেলো / ফেলবে,Quran words - level2.pdf,91,
338,1,2,قذف,I,ছঁুড়ে ফেলা সঞ্চার করা,IMPF,2MP,تَقْذِفُونَ,তোমরা ছঁুড়ে ফেলো / ফেলবে,Quran words - level2.pdf,91,
338,1,2,قذف,I,ছঁুড়ে ফেলা সঞ্চার করা,IMPF,1S,أَقْذِفُ,আমি ছঁুড়ে ফেলি / ফেলবো,Quran words - level2.pdf,91,
338,1,2,قذف,I,ছঁুড়ে ফেলা সঞ্চার করা,IMPF,1P,نَقْذِفُ,আমরা ছঁুড়ে ফেলি / ফেলবো,Quran words - level2.pdf,91,
338,1,2,قذف,I,ছঁুড়ে ফেলা সঞ্চার করা,IMPV,2MS,اِقْذِفْ,ছঁুড়ে ফেলো (তুমি),Quran words - level2.pdf,92,
338,1,2,قذف,I,ছঁুড়ে ফেলা সঞ্চার করা,IMPV,2MP,اِقْذِفُوا,ছঁুড়ে ফেলো (তোমরা),Quran words - level2.pdf,92,
339,1,2,لعب,I,খেলায় মেতে থাকা কৌতুক করা,PERF,3MS,لَعِبَ,সে খেলায় মেতেছে,Quran words - level2.pdf,92,
339,1,2,لعب,I,খেলায় মেতে থাকা কৌতুক করা,PERF,3MP,لَعِبُوا,তারা খেলায় মেতেছে,Quran words - level2.pdf,92,
339,1,2,لعب,I,খেলায় মেতে থাকা কৌতুক করা,PERF,2MS,لَعِبْتَ,তুমি খেলায় মেতেছো,Quran words - level2.pdf,92,
339,1,2,لعب,I,খেলায় মেতে থাকা কৌতুক করা,PERF,2MP,لَعِبْتُمْ,তোমরা খেলায় মেতেছো,Quran words - level2.pdf,92,
339,1,2,لعب,I,খেলায় মেতে থাকা কৌতুক করা,PERF,1S,لَعِبْتُ,আমি খেলায় মেতেছি,Quran words - level2.pdf,92,
339,1,2,لعب,I,খেলায় মেতে থাকা কৌতুক করা,PERF,1P,لَعِبْنَا,আমরা খেলায় মেতেছি,Quran words - level2.pdf,92,
339,1,2,لعب,I,খেলায় মেতে থাকা কৌতুক করা,IMPF,3MS,يَلْعَبُ,সে খেলায় মাতে / মাতবে,Quran words - level2.pdf,92,
339,1,2,لعب,I,খেলায় মেতে থাকা কৌতুক করা,IMPF,3MP,يَلْعَبُونَ,তারা খেলায় মাতে / মাতবে,Quran words - level2.pdf,92,
339,1,2,لعب,I,খেলায় মেতে থাকা কৌতুক করা,IMPF,2MS,تَلْعَبُ,তুমি খেলায় মাতো / মাতবে,Quran words - level2.pdf,92,
339,1,2,لعب,I,খেলায় মেতে থাকা কৌতুক করা,IMPF,2MP,تَلْعَبُونَ,তোমরা খেলায় মাতো / মাতবে,Quran words - level2.pdf,92,
339,1,2,لعب,I,খেলায় মেতে থাকা কৌতুক করা,IMPF,1S,أَلْعَبُ,আমি খেলায় মাতি / মাতবো,Quran words - level2.pdf,92,
339,1,2,لعب,I,খেলায় মেতে থাকা কৌতুক করা,IMPF,1P,نَلْعَبُ,আমরা খেলায় মাতি / মাতবো,Quran words - level2.pdf,92,
339,1,2,لعب,I,খেলায় মেতে থাকা কৌতুক করা,IMPV,2MS,اِلْعَبْ,খেলায় মাতো (তুমি),Quran words - level2.pdf,92,
339,1,2,لعب,I,খেলায় মেতে থাকা কৌতুক করা,IMPV,2MP,اِلْعَبُوا,খেলায় মাতো (তোমরা),Quran words - level2.pdf,92,
340,1,2,ملو,IV,অবকাশ দেওয়া ঢিল দেওয়া মিথ্যা আশা দেওয়া,PERF,3MS,أَمْلَى,সে অবকাশ দিয়েছে,Quran words - level2.pdf,92,
340,1,2,ملو,IV,অবকাশ দেওয়া ঢিল দেওয়া মিথ্যা আশা দেওয়া,PERF,3MP,أَمْلَوْا,তারা অবকাশ দিয়েছে,Quran words - level2.pdf,92,
340,1,2,ملو,IV,অবকাশ দেওয়া ঢিল দেওয়া মিথ্যা আশা দেওয়া,PERF,2MS,أَمْلَيْتَ,তুমি অবকাশ দিয়েছো,Quran words - level2.pdf,92,
340,1,2,ملو,IV,অবকাশ দেওয়া ঢিল দেওয়া মিথ্যা আশা দেওয়া,PERF,2MP,أَمْلَيْتُمْ,তোমরা অবকাশ দিয়েছো,Quran words - level2.pdf,92,
340,1,2,ملو,IV,অবকাশ দেওয়া ঢিল দেওয়া মিথ্যা আশা দেওয়া,PERF,1S,أَمْلَيْتُ,আমি অবকাশ দিয়েছি,Quran words - level2.pdf,92,
340,1,2,ملو,IV,অবকাশ দেওয়া ঢিল দেওয়া মিথ্যা আশা দেওয়া,PERF,1P,أَمْلَيْنَا,আমরা অবকাশ দিয়েছি,Quran words - level2.pdf,92,
340,1,2,ملو,IV,অবকাশ দেওয়া ঢিল দেওয়া মিথ্যা আশা দেওয়া,IMPF,3MS,يُمْلِى,সে অবকাশ দেয় / দিবে,Quran words - level2.pdf,92,
340,1,2,ملو,IV,অবকাশ দেওয়া ঢিল দেওয়া মিথ্যা আশা দেওয়া,IMPF,3MP,يُمْلُونَ,তারা অবকাশ দেয় / দিবে,Quran words - level2.pdf,92,
340,1,2,ملو,IV,অবকাশ দেওয়া ঢিল দেওয়া মিথ্যা আশা দেওয়া,IMPF,2MS,تُمْلِى,তুমি অবকাশ দাও / দিবে,Quran words - level2.pdf,92,
340,1,2,ملو,IV,অবকাশ দেওয়া ঢিল দেওয়া মিথ্যা আশা দেওয়া,IMPF,2MP,تُمْلُونَ,তোমরা অবকাশ দাও / দিবে,Quran words - level2.pdf,92,
340,1,2,ملو,IV,অবকাশ দেওয়া ঢিল দেওয়া মিথ্যা আশা দেওয়া,IMPF,1S,أُمْلِى,আমি অবকাশ দেই / দিবো,Quran words - level2.pdf,92,
340,1,2,ملو,IV,অবকাশ দেওয়া ঢিল দেওয়া মিথ্যা আশা দেওয়া,IMPF,1P,نُمْلِى,আমরা অবকাশ দেই / দিবো,Quran words - level2.pdf,92,
340,1,2,ملو,IV,অবকাশ দেওয়া ঢিল দেওয়া মিথ্যা আশা দেওয়া,IMPV,2MS,أَمْلِ,অবকাশ দাও (তুমি),Quran words - level2.pdf,93,
340,1,2,ملو,IV,অবকাশ দেওয়া ঢিল দেওয়া মিথ্যা আশা দেওয়া,IMPV,2MP,أَمْلُوا,অবকাশ দাও (তোমরা),Quran words - level2.pdf,93,
341,1,2,نطق,I,কথা বলা,PERF,3MS,نَطَقَ,সে কথা বলেছে,Quran words - level2.pdf,93,
341,1,2,نطق,I,কথা বলা,PERF,3MP,نَطَقُوا,তারা কথা বলেছে,Quran words - level2.pdf,93,
341,1,2,نطق,I,কথা বলা,PERF,2MS,نَطَقْتَ,তুমি কথা বলেছে,Quran words - level2.pdf,93,
341,1,2,نطق,I,কথা বলা,PERF,2MP,نَطَقْتُمْ,তোমরা কথা বলেছে,Quran words - level2.pdf,93,
341,1,2,نطق,I,কথা বলা,PERF,1S,نَطَقْتُ,আমি কথা বলেছি,Quran words - level2.pdf,93,
341,1,2,نطق,I,কথা বলা,PERF,1P,نَطَقْنَا,আমরা কথা বলেছি,Quran words - level2.pdf,93,
341,1,2,نطق,I,কথা বলা,IMPF,3MS,يَنْطِقُ,সে কথা বলে / বলবে,Quran words - level2.pdf,93,
341,1,2,نطق,I,কথা বলা,IMPF,3MP,يَنْطِقُونَ,তারা কথা বলে / বলবে,Quran words - level2.pdf,93,
341,1,2,نطق,I,কথা বলা,IMPF,2MS,تَنْطِقُ,তুমি কথা বলো / বলবে,Quran words - level2.pdf,93,
341,1,2,نطق,I,কথা বলা,IMPF,2MP,تَنْطِقُونَ,তোমরা কথা বলো / বলবে,Quran words - level2.pdf,93,
341,1,2,نطق,I,কথা বলা,IMPF,1S,أَنْطِقُ,আমি কথা বলি / বলবো,Quran words - level2.pdf,93,
341,1,2,نطق,I,কথা বলা,IMPF,1P,نَنْطِقُ,আমরা কথা বলি / বলবো,Quran words - level2.pdf,93,
341,1,2,نطق,I,কথা বলা,IMPV,2MS,اِنْطِقْ,কথা বলো (তুমি),Quran words - level2.pdf,93,
341,1,2,نطق,I,কথা বলা,IMPV,2MP,اِنْطِقُوا,কথা বলো (তোমরা),Quran words - level2.pdf,93,
342,1,2,ولد,I,জন্ম দেওয়া,PERF,3MS,وَلَدَ,সে জন্ম দিয়েছে,Quran words - level2.pdf,93,
342,1,2,ولد,I,জন্ম দেওয়া,PERF,3MP,وَلَدُوا,তারা জন্ম দিয়েছে,Quran words - level2.pdf,93,
342,1,2,ولد,I,জন্ম দেওয়া,PERF,2MS,وَلَدْتَ,তুমি জন্ম দিয়েছো,Quran words - level2.pdf,93,
342,1,2,ولد,I,জন্ম দেওয়া,PERF,2MP,وَلَدْتُمْ,তোমরা জন্ম দিয়েছো,Quran words - level2.pdf,93,
342,1,2,ولد,I,জন্ম দেওয়া,PERF,1S,وَلَدْتُ,আমি জন্ম দিয়েছি,Quran words - level2.pdf,93,
342,1,2,ولد,I,জন্ম দেওয়া,PERF,1P,وَلَدْنَا,আমরা জন্ম দিয়েছি,Quran words - level2.pdf,93,
342,1,2,ولد,I,জন্ম দেওয়া,IMPF,3MS,يَلِدُ,সে জন্ম দেয় / দিবে,Quran words - level2.pdf,93,
342,1,2,ولد,I,জন্ম দেওয়া,IMPF,3MP,يَلِدُونَ,তারা জন্ম দেয় / দিবে,Quran words - level2.pdf,93,
342,1,2,ولد,I,জন্ম দেওয়া,IMPF,2MS,تَلِدُ,তুমি জন্ম দাও / দিবে,Quran words - level2.pdf,93,
342,1,2,ولد,I,জন্ম দেওয়া,IMPF,2MP,تَلِدُونَ,তোমরা জন্ম দাও / দিবে,Quran words - level2.pdf,93,
342,1,2,ولد,I,জন্ম দেওয়া,IMPF,1S,أَلِدُ,আমি জন্ম দেই / দিবো,Quran words - level2.pdf,93,
